"","Feature","p value","adjusted p value"
"1048","RAI1",1.66427078857783e-15,8.09819812667942e-14
"382","HMMR",1.78138418621317e-15,8.65029939768308e-14
"461","GNA12",1.96335722964686e-15,9.51445322514144e-14
"177","FBXO48",1.97849975464265e-15,9.56826707872795e-14
"967","SNUPN",2.62734111418825e-15,1.26802652511037e-13
"462","AP5Z1",3.07088410309597e-15,1.47908009331433e-13
"208","MARCH7",3.19478867433176e-15,1.53563706319756e-13
"628","RALGDS",3.29541186561238e-15,1.58079706436066e-13
"814","ATP2A2",3.59155490664455e-15,1.7193752853082e-13
"1194","GPI",4.21893657333466e-15,2.0156479834337e-13
"1224","POLD1",4.33433272543998e-15,2.06661333188634e-13
"962","DRAIC",4.80793831219983e-15,2.2878255860281e-13
"267","BAP1",6.94428191617979e-15,3.29776850837099e-13
"130","IL19",7.03265351658809e-15,3.33305580765176e-13
"191","REV1",7.71849165971316e-15,3.64352782590085e-13
"248","NKTR",7.71849165971316e-15,3.64352782590085e-13
"273","LRIG1",8.68040853703611e-15,4.08945608552972e-13
"203","TMEM163",9.58159754591002e-15,4.50506184613948e-13
"1114","LLGL2",1.032369639392e-14,4.84436897914301e-13
"1304","TBC1D10A",1.04836232634843e-14,4.90969210424483e-13
"17","RCC2",1.07933066622555e-14,5.0447532145063e-13
"795","LETMD1",1.09653192094169e-14,5.11506238790459e-13
"437","OSTM1",1.11579898136761e-14,5.19471286079926e-13
"662","DDIT4",1.66818815453796e-14,7.75118719570315e-13
"1241","ZNF337",1.85494379785475e-14,8.6020749858638e-13
"1071","NR1D1",1.99020286989658e-14,9.21129636873815e-13
"544","NSD3",2.17840545864128e-14,1.00627045133377e-12
"1230","ZNF671",2.33334410097273e-14,1.07574426382784e-12
"551","PAG1",2.35062184831002e-14,1.08160555222141e-12
"581","B4GALT1",2.37227707459326e-14,1.08945445419838e-12
"872","DAD1",2.47829104400902e-14,1.13593932050061e-12
"729","MIR6747",2.71892029119324e-14,1.24382730000784e-12
"776","ENO2",2.75931505143627e-14,1.25987454284943e-12
"1184","RPL18A",3.00464898299799e-14,1.36925321057891e-12
"991","PDXDC1",3.39133983833229e-14,1.54250633683225e-12
"784","BCL2L14",4.05745951800252e-14,1.84194670877597e-12
"441","MCM9",4.24217319591437e-14,1.92211813047004e-12
"1169","EIF3G",4.44856038691918e-14,2.01178502841267e-12
"929","VPS18",4.58223752371372e-14,2.06829109713227e-12
"433","SLC17A5",4.66697110439822e-14,2.10253259051188e-12
"1269","MHENCR",6.45191051003066e-14,2.90115604091454e-12
"1171","SPC24",6.81200621477164e-14,3.05727483468643e-12
"931","INO80",6.95761060541811e-14,3.11672019880138e-12
"194","C2orf40",7.00820611517416e-14,3.13346151530721e-12
"1008","POLR2C",7.77350535096317e-14,3.46909145577729e-12
"631","DBH-AS1",8.54582814690808e-14,3.80658815032483e-12
"750","B3GNT6",8.71854956179142e-14,3.8762376916655e-12
"1311","KCTD17",9.06604165359626e-14,4.02103173964992e-12
"985","NUDT16L1",9.0781617112407e-14,4.02103173964992e-12
"1085","LRRC37A",9.41632489098452e-14,4.16303453249366e-12
"235","IL17RE",9.54089741342512e-14,4.21025411556676e-12
"1356","USP27X-AS1",1.1279115676939e-13,4.96805212261009e-12
"778","PEX5",1.13528930758041e-13,4.99127100588739e-12
"258","RHOA",1.19826789628191e-13,5.25839895151709e-12
"1115","WBP2",1.20885199727587e-13,5.29503988529507e-12
"64","STXBP3",1.23777052944438e-13,5.4117063166501e-12
"926","SRP14",1.34830652409196e-13,5.88412885845436e-12
"450","TMEM242",1.6110161047628e-13,7.01769276370665e-12
"509","CASP2",1.82708907248653e-13,7.94431738545199e-12
"1141","LAMA3",1.99728392374982e-13,8.66843171082409e-12
"937","CASC4",2.0118772655071e-13,8.71580540415391e-12
"81","PRKAB2",2.26388679045888e-13,9.78965789662485e-12
"886","GNPNAT1",2.41120692979015e-13,1.04077177805532e-11
"828","C12orf43",2.56218339645053e-13,1.10392836264888e-11
"904","LINC02288",2.59857586886498e-13,1.11757626795814e-11
"396","SIRT5",2.70270655741132e-13,1.16025429874957e-11
"1121","SOCS3",2.8248179735073e-13,1.21048302926225e-11
"559","TMEM65",3.5727112946591e-13,1.52820468500969e-11
"927","BUB1B",3.66081154755703e-13,1.56306758995421e-11
"862","UBAC2",4.40513332149096e-13,1.87749000574409e-11
"792","TUBA1B",4.63741144976928e-13,1.97293966113434e-11
"894","ZFP36L1",4.74856666551287e-13,2.01660903714442e-11
"677","OGA",6.07808327871532e-13,2.57660714589833e-11
"303","WDR53",6.6804947520452e-13,2.82674038514187e-11
"686","ADRB1",6.69199204989909e-13,2.82674038514187e-11
"683","ADD3-AS1",7.33447986105476e-13,3.09261867023869e-11
"842","TPTE2P6",8.07631801782898e-13,3.39936959269082e-11
"223","SP100",1.06149988864598e-12,4.45999341511416e-11
"1124","RNF213",1.11820172579202e-12,4.68991615860063e-11
"1187","REX1BD",1.28636853283393e-12,5.38570231847448e-11
"66","LINC02586",1.30660992385497e-12,5.46079988811134e-11
"1233","ZNF584",1.44839286759925e-12,6.04270524357386e-11
"427","RPL7L1",1.534710312277e-12,6.39156946749177e-11
"298","FAM131A",1.9305103377445e-12,8.02584271465464e-11
"1044","MGC12916",2.35801121816499e-12,9.78595303622695e-11
"733","BAD",2.48102477235666e-12,1.02784692361077e-10
"356","ERBIN",2.56592039379462e-12,1.06116257542323e-10
"1066","NLE1",2.67840327102164e-12,1.10575125981533e-10
"290","RNF7",2.71706334950297e-12,1.11976087292473e-10
"575","CBWD1",2.87119451079511e-12,1.1812273667068e-10
"988","CLEC16A",2.91660988558221e-12,1.19783196635427e-10
"353","PTGER4",3.38769088357905e-12,1.38889465169849e-10
"910","PPP4R4",3.53328854514835e-12,1.446085296276e-10
"82","ACP6",4.11466149688622e-12,1.68112299123643e-10
"681","LOC101927472",4.5988146963363e-12,1.87569899929572e-10
"385","DUSP1",5.16503995926882e-12,2.10302322877651e-10
"143","RHOU",5.59861892295598e-12,2.27565133134284e-10
"1316","DMC1",5.83493951449428e-12,2.36764660402348e-10
"271","C3orf67",5.92430955950669e-12,2.39980108772017e-10
"756","BACE1",6.07522046189093e-12,2.45673206971722e-10
"142","OBSCN-AS1",7.67073567151632e-12,3.09665116197482e-10
"1249","SAMHD1",7.85947643492983e-12,3.16744920201585e-10
"14","SPEN",8.07143089431325e-12,3.24734631413482e-10
"1305","SMTN",8.34559092556675e-12,3.35195708751111e-10
"1365","ALG13",8.59189042080834e-12,3.44504276314543e-10
"451","TMEM181",8.91652591825897e-12,3.56917085616525e-10
"149","TRAPPC12",9.08080412784036e-12,3.62879958545418e-10
"865","TMTC4",1.09607599411967e-11,4.37267892805619e-10
"109","HSPA6",1.10749864704439e-11,4.41082276285896e-10
"1080","AARSD1",1.19883224881204e-11,4.7665650671307e-10
"175","MDH1",1.26657116793138e-11,5.02746012838693e-10
"228","OTOS",1.41065143778438e-11,5.59000119083219e-10
"700","TMEM80",1.43748269064847e-11,5.68681591323819e-10
"1012","CTRL",1.52269079658428e-11,6.01386730110962e-10
"1287","RSPH1",1.59406317575304e-11,6.28527705088515e-10
"377","GRPEL2",1.67843218722498e-11,6.60694477419773e-10
"389","IRF4",1.70854974977696e-11,6.71434550919809e-10
"688","RGS10",1.85653148858334e-11,7.2838123650595e-10
"900","VSX2",1.88171918988456e-11,7.37042969300734e-10
"71","PTGFRN",1.93578423299001e-11,7.56968299821194e-10
"619","SPOUT1",2.18832474528544e-11,8.54311886145454e-10
"549","TPD52",2.28558624087821e-11,8.90814755758076e-10
"148","TPO",2.32838632362509e-11,9.06006087207615e-10
"1146","ATP9B",2.42881050943764e-11,9.4353315806793e-10
"49","MKNK1",2.4343542996595e-11,9.4413901536876e-10
"363","LMNB1",2.61166510490051e-11,1.01125209135339e-09
"1039","ACAP1",2.71267925517588e-11,1.04865188107509e-09
"705","ZBED5-AS1",2.95290009613791e-11,1.13965592146873e-09
"806","METTL1",3.17389493018913e-11,1.2229559050519e-09
"383","PANK3",4.04918289214611e-11,1.55569742950656e-09
"1176","BRD4",4.05057734736694e-11,1.55569742950656e-09
"418","CMTR1",4.11734688584583e-11,1.57878267239302e-09
"23","RCAN3",4.3047471160375e-11,1.64797402922036e-09
"342","LINC02273",4.37020043645643e-11,1.67033289907594e-09
"492","LOC102723885",4.52432352612786e-11,1.72645562960792e-09
"718","MADD",4.5345001973164e-11,1.72755709285863e-09
"786","MIR613",5.02904136586411e-11,1.91289234746199e-09
"78","RBM8A",5.10947303398038e-11,1.94037151420245e-09
"481","ZPBP",5.41632295841473e-11,2.05360968232886e-09
"428","CNPY3",6.07597577144917e-11,2.30003830440944e-09
"18","MINOS1-NBL1",6.10048344344401e-11,2.30499733421655e-09
"1226","HSPBP1",6.10852988094692e-11,2.30499733421655e-09
"1322","ADSL",6.25539747633849e-11,2.3566638155293e-09
"830","OGFOD2",6.98357429764604e-11,2.626821589386e-09
"525","LOC401442",7.83573313507374e-11,2.94268412205773e-09
"174","FAM161A",8.07490099780342e-11,3.02770457191373e-09
"158","ASXL2",8.14254500945447e-11,3.0482446933498e-09
"288","DBR1",8.25931204726956e-11,3.08708071899285e-09
"630","CACFD1",8.37700421232112e-11,3.12613966644683e-09
"65","C1orf194",9.04833892383218e-11,3.37135986600709e-09
"493","TMEM130",9.27854079318557e-11,3.45170457105367e-09
"392","CDYL",9.95741212210857e-11,3.69844506359885e-09
"550","ZNF704",1.07209576486318e-10,3.97581429420389e-09
"60","TGFBR3",1.099108527786e-10,4.06962105983515e-09
"804","IL23A",1.11503577151785e-10,4.12215330384688e-09
"897","SIPA1L1",1.11945800337643e-10,4.1320554993787e-09
"419","LINC02520",1.23570509626341e-10,4.55404411604262e-09
"593","GCNT1",1.24489150756425e-10,4.58077547434008e-09
"934","EHD4",1.25952679595593e-10,4.62744286570041e-09
"1073","KRT33A",1.26588365178232e-10,4.64359828115877e-09
"627","TTF1",1.33927561463806e-10,4.90522631222226e-09
"562","MIR5194",1.37927255214346e-10,5.04392309693574e-09
"117","RABGAP1L",1.38326645399742e-10,5.05073423118287e-09
"709","PDE3B",1.48517187428737e-10,5.41447967769042e-09
"1277","IFNAR1",1.49472604522989e-10,5.44094056740594e-09
"1158","PIAS4",1.53291199140905e-10,5.57138273932825e-09
"764","NFRKB",1.54220755925499e-10,5.59658384864708e-09
"1087","KPNB1",1.75362640945985e-10,6.35408027904741e-09
"430","DNPH1",1.90986049437702e-10,6.90961284507669e-09
"1116","ZACN",2.0047396675046e-10,7.2418164483013e-09
"1275","CFAP298",2.09244529317059e-10,7.54185674638592e-09
"338","NDUFC1",2.09416455210446e-10,7.54185674638592e-09
"853","ZC3H13",2.20769974482069e-10,7.92664558379028e-09
"885","VCPKMT",2.20769974482069e-10,7.92664558379028e-09
"87","SETDB1",2.41546595162197e-10,8.65950025046686e-09
"1167","CD320",2.4885481721141e-10,8.90802508075344e-09
"487","STX1A",2.59677653117909e-10,9.28141982795638e-09
"379","FAM71B",2.66397242241598e-10,9.50725218283004e-09
"781","RIMKLB",3.02172493243418e-10,1.07677918381794e-08
"485","RABGEF1",3.17080540152056e-10,1.12820684083833e-08
"398","HLA-F",3.2564975064456e-10,1.156959841233e-08
"634","AJM1",3.27985124319471e-10,1.16351249865247e-08
"867","RASA3",3.45846127470966e-10,1.225039713405e-08
"956","RNU5B-1",3.57902679466175e-10,1.26585370079253e-08
"969","TBC1D2B",3.66544492038361e-10,1.29448656152504e-08
"42","PPT1",3.70106554788934e-10,1.30512128405258e-08
"361","REEP5",3.82479599899089e-10,1.34674874870858e-08
"337","NAA15",3.9038202463112e-10,1.37253454565039e-08
"233","BHLHE40-AS1",4.19297253857832e-10,1.47201289254356e-08
"279","ZBTB20",4.33253791561371e-10,1.51875962997482e-08
"948","LINC02568",4.35881977453556e-10,1.52571568976616e-08
"1255","STK4",4.60259949968378e-10,1.60866962159302e-08
"1338","IL17REL",4.6452417650104e-10,1.62118253469001e-08
"654","ZNF33A",4.69527454876486e-10,1.63623413208942e-08
"85","PLEKHO1",5.58571186216061e-10,1.94368008807078e-08
"1009","CMTM1",6.77791283827842e-10,2.35507625408627e-08
"599","TRMO",7.19865130995325e-10,2.49760527221028e-08
"436","SCML4",7.56459093646216e-10,2.62073262311906e-08
"1173","PRKCSH",7.63104607996434e-10,2.63989633513744e-08
"239","NUP210",7.71979176330408e-10,2.66670416056876e-08
"1047","MED9",8.14680339989364e-10,2.81011353955283e-08
"355","C5orf67",8.27149733955786e-10,2.84897779731835e-08
"1312","RAC2",8.62965239146215e-10,2.96460293442147e-08
"763","TMEM45B",8.63883848172537e-10,2.96460293442147e-08
"411","PPARD",8.64472560950853e-10,2.96460293442147e-08
"384","FBXW11",8.98599600355173e-10,3.07718420948216e-08
"53","PRPF38A",1.00961818936044e-09,3.45236973063121e-08
"621","DOLPP1",1.04822320669468e-09,3.57921402435788e-08
"41","PPIE",1.05035600961381e-09,3.58133616688034e-08
"1202","AKT2",1.12470644352551e-09,3.82933456784827e-08
"435","PRDM1",1.12813664162611e-09,3.83550272548262e-08
"1251","SRC",1.13321960311401e-09,3.84726431733419e-08
"1281","MORC3",1.17289966182857e-09,3.97628087072271e-08
"105","CD244",1.18302700092006e-09,4.00400638875792e-08
"720","TIMM10",1.18572908486923e-09,4.00400638875792e-08
"629","SURF6",1.18614697426175e-09,4.00400638875792e-08
"45","HIVEP3",1.25665247022426e-09,4.23597348320118e-08
"713","CAT",1.27210266649536e-09,4.28196262612792e-08
"1303","LIF",1.39944738658399e-09,4.70392974750084e-08
"556","PLEKHF2",1.47015267614474e-09,4.93459036354136e-08
"27","CD52",1.4823741573525e-09,4.9685743149621e-08
"1079","PSME3",1.48886430861216e-09,4.98327931090147e-08
"1094","ANKRD40",1.55756295624663e-09,5.20586309931964e-08
"1282","HLCS",1.5970226569422e-09,5.33023181712105e-08
"505","TBXAS1",1.72262803086094e-09,5.74136658893271e-08
"613","STXBP1",1.72561827982279e-09,5.7432551091237e-08
"608","CNTRL",1.76880602243731e-09,5.87873721089719e-08
"1119","LINC01987",1.81864522276684e-09,6.03591538430052e-08
"663","DNAJB12",1.89112668653387e-09,6.26769637633471e-08
"1111","GRIN2C",1.93605770291463e-09,6.40764795893408e-08
"752","MIR4300",1.97722318117595e-09,6.53476397828822e-08
"923","TEDC1",2.06540663964954e-09,6.8167048941191e-08
"866","ING1",2.27607866642641e-09,7.50156274802594e-08
"92","ZBTB7B",2.380650943516e-09,7.83531741784704e-08
"845","STARD13",2.65994401421224e-09,8.74239851661407e-08
"1118","MIR4316",2.69698751297521e-09,8.85187161980243e-08
"588","RECK",2.91736702940157e-09,9.56194280715476e-08
"391","FAM50B",2.93335948659615e-09,9.60108007650123e-08
"953","PLEKHO2",2.9729930599687e-09,9.71738159201079e-08
"1100","MIR4736",3.2167873427729e-09,1.04997533969269e-07
"421","GLO1",3.25223926713762e-09,1.06008684887703e-07
"299","MAP3K13",3.29494456286713e-09,1.07253161134976e-07
"1095","HLF",3.39876325138718e-09,1.10480785690154e-07
"221","LOC100129175",3.67323156523177e-09,1.19239134796297e-07
"1232","ZNF837",3.98754754466604e-09,1.29265272456841e-07
"1161","DUS3L",4.09756970209019e-09,1.32650422445944e-07
"567","AGO2",4.24498921695108e-09,1.37235347167926e-07
"354","ANXA2R",4.39252294787948e-09,1.41811466343188e-07
"120","IER5",4.42439065285913e-09,1.4264596639565e-07
"253","SCAP",4.72142983294698e-09,1.52015927651283e-07
"624","MIR6855",5.09294125481275e-09,1.63754991743959e-07
"808","GLIPR1",5.13681179886743e-09,1.64941773980707e-07
"1139","LDLRAD4-AS1",5.18767170436049e-09,1.66349467358905e-07
"1367","SASH3",5.38003290160174e-09,1.72284648201698e-07
"345","LOC389247",5.61963744395736e-09,1.7971464036364e-07
"150","YWHAQ",5.82231568939102e-09,1.85945303088273e-07
"1345","ZRSR2",6.05978614568177e-09,1.93268845618063e-07
"913","C14orf177",6.41236767259391e-09,2.04239081636368e-07
"921","NUDT14",6.6135596183626e-09,2.10364459431327e-07
"1179","UCA1",6.64056055380076e-09,2.10940165473749e-07
"1027","ACSF3",7.12019726443682e-09,2.25873245750146e-07
"603","SUSD1",7.62238137695034e-09,2.41480710547583e-07
"469","MALSU1",7.73969991496879e-09,2.44870051915908e-07
"602","SMC2-AS1",7.93109038074066e-09,2.50590731669882e-07
"710","CALCA",8.2908439064814e-09,2.61608692479214e-07
"1203","CEACAM21",8.61736605880711e-09,2.71550164222809e-07
"113","TADA1",8.79090088937906e-09,2.76650701694044e-07
"1011","FHOD1",9.78302739928318e-09,3.07464721857843e-07
"907","ITPK1",1.02145002579764e-08,3.20600016706315e-07
"186","WBP1",1.02491042707254e-08,3.2126061362881e-07
"482","IKZF1",1.04634928471424e-08,3.27368911316536e-07
"871","OR4E2",1.04716054681155e-08,3.27368911316536e-07
"514","GIMAP7",1.09310385184894e-08,3.41281712480425e-07
"1148","PQLC1",1.19597494383548e-08,3.72908134790386e-07
"1053","FAM83G",1.21151900250921e-08,3.77258420531678e-07
"916","PPP2R5C",1.23279497369015e-08,3.83379822723562e-07
"557","RNF19A",1.40361714738709e-08,4.35930741043668e-07
"734","MIR7155",1.41043214025619e-08,4.37397259545208e-07
"1059","TLCD1",1.41203065177906e-08,4.37397259545208e-07
"503","MIR183",1.46684819990227e-08,4.53784618708671e-07
"652","MPP7",1.53537312687652e-08,4.74364237126375e-07
"1353","ZNF41",1.6386893631828e-08,5.05625284366444e-07
"838","MIR4499",1.69565000759214e-08,5.22520393106773e-07
"34","TSSK3",1.75041996027746e-08,5.38697425957079e-07
"387","CDHR2",1.85639987820002e-08,5.70572087077896e-07
"179","PCBP1",1.86886221646241e-08,5.73658393050643e-07
"332","NFKB1",1.8737743316326e-08,5.74422125959868e-07
"1072","CCR7",1.89971473258383e-08,5.81621964057353e-07
"675","OPALIN",2.02491237511205e-08,6.18355007126678e-07
"1349","NR0B1",2.02491237511205e-08,6.18355007126678e-07
"787","ARHGDIB",2.1172256973403e-08,6.45712964605831e-07
"414","C6orf222",2.12922007016424e-08,6.48536349648869e-07
"523","LOC101927914",2.16542827284397e-08,6.5871827704215e-07
"1244","MIR1825",2.28107983970543e-08,6.93009602070507e-07
"568","LYNX1",2.73419609727939e-08,8.29606208927397e-07
"70","MAB21L3",2.78681177233376e-08,8.44489495767175e-07
"1229","ZNF419",3.08139097081275e-08,9.32563497258616e-07
"1007","COQ9",3.31698422417712e-08,1.00258386684088e-06
"1247","CDK5RAP1",3.3764858485624e-08,1.01926860068004e-06
"449","LRP11",3.44625258865621e-08,1.03900569457235e-06
"1359","IL2RG",3.69593221480488e-08,1.1128653836624e-06
"330","TSPAN5",3.7957602273639e-08,1.14147373233302e-06
"39","MYCBP",3.88001586538771e-08,1.16533252169953e-06
"401","TUBB",4.08973191379237e-08,1.2267642678625e-06
"1168","FBXL12",4.09498197937632e-08,1.22678619425134e-06
"708","ARNTL",4.21533219960936e-08,1.25996027704448e-06
"1164","VAV1",4.21635016962599e-08,1.25996027704448e-06
"765","ZBTB44",4.36353158524596e-08,1.30229984855886e-06
"434","PNRC1",4.38642058766443e-08,1.30748438573439e-06
"225","DGKD",4.40070211596791e-08,1.31009344273984e-06
"788","MED21",5.08818882162627e-08,1.51285835013899e-06
"96","SSR2",5.46536423992588e-08,1.62296662147273e-06
"849","LINC00598",5.48693156626754e-08,1.6273318814248e-06
"1209","STRN4",5.50690355146462e-08,1.63121366823821e-06
"1204","RABAC1",6.23650924538808e-08,1.84502571270863e-06
"1090","SKAP1",6.2478811075183e-08,1.8460852693873e-06
"90","S100A11",6.31850628058989e-08,1.86462818594195e-06
"54","CPT2",6.66771472611312e-08,1.96035776507075e-06
"813","IFT81",6.66771472611312e-08,1.96035776507075e-06
"1272","MRPL39",6.66771472611312e-08,1.96035776507075e-06
"1135","AFG3L2",7.00443355205867e-08,2.05680374080712e-06
"187","TMSB10",7.08521835734622e-08,2.0779507353222e-06
"189","STARD7-AS1",7.12152391882858e-08,2.08601671575378e-06
"1098","MSI2",7.30718362887136e-08,2.13775716609092e-06
"975","MFGE8",7.4026739565935e-08,2.1630229932108e-06
"655","RASGEF1A",7.71072542972545e-08,2.25025936586458e-06
"852","SNORA31",7.79059924345584e-08,2.27077282007593e-06
"1323","SGSM3",8.08044651813565e-08,2.35236291327101e-06
"760","ARCN1",8.66493406450358e-08,2.51942260768762e-06
"48","LINC01144",9.10766350799732e-08,2.64490566359084e-06
"844","HSPH1",9.15791913100341e-08,2.6562449161247e-06
"145","MIR4671",9.2923086629613e-08,2.6919295646234e-06
"331","LOC256880",1.00092867140909e-07,2.89609361738478e-06
"945","BNIP2",1.01914872238561e-07,2.94521552126486e-06
"647","FRMD4A",1.02484608886089e-07,2.95807280971213e-06
"537","SLC25A37",1.03902356453646e-07,2.99534567017281e-06
"831","PITPNM2",1.04677654200733e-07,3.01402961311637e-06
"252","SETD2",1.10164230993703e-07,3.1681575022546e-06
"1125","RPTOR",1.10657395970917e-07,3.17848280281554e-06
"1043","PIK3R6",1.12352519496782e-07,3.22326592556325e-06
"1314","PDXP",1.13429420701107e-07,3.2502260971634e-06
"243","CMTM8",1.15603077378149e-07,3.30850981235507e-06
"992","XYLT1",1.1955824378297e-07,3.41757744623046e-06
"106","F11R",1.20826122274782e-07,3.44965857776567e-06
"341","FAM160A1",1.27077609548888e-07,3.61942080947116e-06
"1371","CXorf40A",1.27077609548888e-07,3.61942080947116e-06
"723","FAM111A",1.27750670492312e-07,3.63422285552978e-06
"1213","DHX34",1.32098641364109e-07,3.75340707962265e-06
"1329","CCDC134",1.36502658453287e-07,3.87389640403299e-06
"1261","UBE2V1",1.38600207350984e-07,3.92871903540223e-06
"287","HMCES",1.3933674293109e-07,3.94487789395226e-06
"612","NRON",1.42018648500804e-07,4.01600944334554e-06
"938","CTDSPL2",1.50269331573751e-07,4.2442578668691e-06
"1363","PRPS1",1.54019816503689e-07,4.3450090377237e-06
"6","DFFB",1.59779101344721e-07,4.49677596741787e-06
"439","RPF2",1.59779101344721e-07,4.49677596741787e-06
"785","DUSP16",1.69805537257796e-07,4.77328803843177e-06
"501","CALU",1.72889809683078e-07,4.85422964462073e-06
"546","PLEKHA2",1.75171918550995e-07,4.9124839691159e-06
"1056","KSR1",1.80776306437711e-07,5.06365973245207e-06
"1266","SLCO4A1",1.89107810551773e-07,5.28655586640649e-06
"402","MICB",1.89180038600359e-07,5.28655586640649e-06
"1091","TTLL6",1.97772570669868e-07,5.5201609036088e-06
"743","PC",1.99632888132408e-07,5.5655300589102e-06
"766","LOC100128239",2.01465872882554e-07,5.61003148025602e-06
"444","SGK1",2.36562185934798e-07,6.57501204086991e-06
"262","HYAL2",2.36674906986624e-07,6.57501204086991e-06
"76","GPR89A",2.38578063183316e-07,6.60465462997085e-06
"425","UBR2",2.38578063183316e-07,6.60465462997085e-06
"957","SCARNA14",2.38578063183316e-07,6.60465462997085e-06
"748","UCP2",2.55824489027998e-07,7.07383070769715e-06
"834","TCTN2",2.58514246323769e-07,7.13987423675332e-06
